,CORE1,CORE2,CORE3,CORE4,CORE5,CORE6,CORE7,CORE8,CORE9,CORE10,CORE11,CORE12,CORE13,CORE14,CORE15,CORE16,CORE17,CORE18,CORE19,CORE20,CORE21,CORE22,CORE23,CORE24,CORE25,CORE26,CORE27,CORE28,CORE29,CORE30,CORE31,CORE32,CORE33,CORE34,CORE35,CORE36,CORE37,CORE38,CORE39,CORE40,CORE41,CORE42,CORE43,CORE44,CORE45,INIT1,INIT2,INIT3,INIT4,INIT5,INIT6,INIT7,INIT8,INIT9,INIT10,INIT11,INIT12,INIT13,INIT14,INIT15,INIT16,INIT17,INIT18,INIT19,INIT20,BOUND1,BOUND2,BOUND3,BOUND4,BOUND5,BOUND6,BOUND7,BOUND8,BOUND9,BOUND10,BOUND11,BOUND12,BOUND13,BOUND14,BOUND15,BOUND16,BOUND17,BOUND18,BOUND19,BOUND20
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.7953576207402397,3.72018987837213,3.713393262535748,3.7790466240710687,3.8067150496429316,3.808901237996502,3.736843702159132,3.7950583460430303,3.7006402100712323,3.8075275807813895,3.8105709487744788,3.755954602750502,3.9840054563246685,3.7895932442474134,3.715179180209008,3.8470966437728054,3.7849725941368546,3.764734251786849,4.087484374780347,3.896377136016749,3.883407529374516,3.9966545377306097,3.934508902020753,3.824209321066047,3.8844138430603943,3.9375447092957225,3.9343408438101157,4.131401387543451,3.9151646257723103,4.079045584390836,4.024976540408614,4.075383154640869,3.991030504271664,3.9982442793746786,3.907548566780019,4.019477504857438,4.255039193701965,4.1732519978864335,4.126761119829973,4.0484160639656075,4.171072788657275,4.157534808386117,4.05467193187387,4.0866094341639565,4.056812129587073,3.720373326446861,3.7128072621438797,3.7857271895950877,3.8050234172562183,3.807687720370099,3.678897441399318,3.789758752393363,3.8619776133758323,3.763498365171944,3.7017686136963746,3.658123898630339,3.6686635396822735,3.740031394866054,3.7431222074837596,3.7083624770209487,3.7624640455124556,3.7585974316354163,3.704202963608421,3.875438017994856,3.8648988019537027,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.853092159023852,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373,3.8528754035252373
2,3.6512442043706486,3.5764411659911293,3.5660433443263173,3.616023874065527,3.593924185813023,3.6485861198355742,3.5812373231854977,3.617140936613499,3.6006559986897093,3.569811847819774,3.6098401461451948,3.5402961464391813,3.8475315640163057,3.549031661461215,3.535220265043554,3.6073277508322557,3.578509514513251,3.5282754322893366,3.741069606729539,3.494908641109724,3.5032472407997215,3.663976229985966,3.580958247684908,3.4113442291574634,3.539355172568726,3.535929943572869,3.5664151169152722,3.5987458212853003,3.3819313132790505,3.532781351857852,3.5048473169164804,3.5524473388989755,3.4558691415521823,3.459129645316689,3.3782123123571557,3.5065507824981097,3.5738917723712014,3.5698183795644143,3.441299167996341,3.3790322028928337,3.4799406561414132,3.4900888175255194,3.3897681541878857,3.414569725454961,3.36613010585791,3.57365233471824,3.551041425602439,3.655938560298334,3.665197755710259,3.6586394814463947,3.4779968134093053,3.631743546523569,3.7252654689709086,3.566512310170326,3.602512781318554,3.5101221033578964,3.4425780925451326,3.5850959737026304,3.5507571157585405,3.563197158966906,3.631182420446917,3.5870503298593324,3.556805421822463,3.7797756517754406,3.9010632377876764,3.6801831661206146,3.6953039089114297,3.69319791338165,3.6932116255716076,3.691904806894147,3.6911671671292003,3.689135436641261,3.6913062351307397,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526,3.6922807624839526
3,4.822911287537192,4.840675519098072,4.770879879455874,4.729112973867883,4.552121047784265,4.745975925328416,4.673587596889032,4.7744910171151975,4.754642040563612,4.551677437188728,4.631209492243622,4.63419388439851,4.433238821474976,4.569492938471267,4.599440495543941,4.49713623978163,4.629218484499253,4.687757747144337,4.551429454582161,4.834453741528302,4.744501540558069,4.657710111217089,4.693961025560618,4.800560619233659,4.749612496527673,4.625706385536535,4.695388614407015,4.59658749882753,4.6896720292581335,4.51917500609394,4.6469981842156916,4.5218165040240414,4.716015517271849,4.656810710111772,4.603427040752848,4.617721886934575,4.708494504111712,4.637720478465782,4.75762379317786,4.731497463304553,4.6532287416134555,4.724898186684754,4.801517184289104,4.665430186005926,4.5850775357922195,4.837113895194813,4.7329843747084634,4.845302835167212,4.754760215929883,4.7607042042159105,4.690590846645476,4.807650593169791,4.740425877298954,4.621478590786596,4.6438188575104675,4.849963917224494,4.711244156101232,4.70192337886396,4.631352553109606,4.757218847378946,4.62582046737791,4.703428420333056,4.649633508304959,4.679543496661433,4.76427049205328,4.662435291610935,4.694663948655405,4.690323347096436,4.6895426693976034,4.686670077447264,4.685190335304169,4.680692535678473,4.684125079333576,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605,4.6853224801037605
4,3.823089909774282,3.9063655828229322,3.8419720315357164,3.838249787110488,3.817773852549079,3.819382238745071,3.7981082234117753,3.8556931019777902,3.830024273841886,3.73108462711658,3.737916518847838,3.787960464669464,3.5107361991993162,3.742487353220991,3.7476370634631806,3.697363600635004,3.757560539542249,3.8316763578569155,3.6865078410375105,3.9514855326808718,3.8782699878620726,3.770023097137546,3.8056379940309064,3.96554731637136,3.8567217846521693,3.819660743836451,3.8383702888515696,3.7831425536337715,3.9162093134579674,3.7322965789137914,3.8314932565015045,3.663083215226866,3.862162056870547,3.8632585958715673,3.839480674256473,3.8334074155858655,3.8392410129136216,3.7498076830007534,3.944502762122145,3.9342563673250197,3.8719130568637485,3.8667373874104047,3.9541061156067148,3.874592995900594,3.843720995639968,3.893406333022371,3.827598591912885,3.884730185295835,3.802848167338027,3.817347063432896,3.8490137779326385,3.8623589039693957,3.7612824036946684,3.7735809742352338,3.7405183453768256,3.88992031630025,3.8818557814574266,3.805459612532072,3.789773549479259,3.847323599530174,3.7620048772854116,3.814794292095705,3.7887303605158316,3.741496854409995,3.6994970652826638,3.7283137134034856,3.7294060134811815,3.728543700158804,3.7282243157409276,3.7280028292012393,3.728764236016474,3.726764985299848,3.7276915311727095,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795,3.7269811144667795
5,2.643370281542751,2.6924126559040538,2.6412602595950503,2.645841987665605,2.6497277605812926,2.623036188737455,2.6249191766363325,2.668522866977444,2.6275746216307567,2.574464200650926,2.6083204029300333,2.6181102690407663,2.377198018806265,2.6045110648480687,2.579836963262,2.532730680778279,2.5933414124193774,2.6511549691548986,2.535840685988127,2.7442553927518283,2.69841858391926,2.5793753903686856,2.626804233666647,2.76244226398153,2.6590831202748113,2.6563259746741394,2.637913769438722,2.609920288910402,2.7584278358284493,2.579656870535537,2.637544323224578,2.532495962981894,2.692395129801568,2.6777786958565954,2.6770700463007557,2.6661867952164044,2.6571349044054493,2.5766155381204072,2.761070016012699,2.787457313690407,2.699305167594165,2.7132379493279437,2.795169078400015,2.6971443233045704,2.688079704539163,2.6886052639240887,2.6418782700094567,2.670593094494606,2.6101913451286087,2.622897970757478,2.679585405504671,2.670085665174863,2.582920338191027,2.6023563720303144,2.5805097441447664,2.6742273728725436,2.700290465615339,2.63022231577067,2.6215671166018737,2.6560328402642774,2.5957561782819916,2.6342695592298924,2.6192917095376558,2.5633906565813547,2.4927017561211784,2.5656147380014644,2.575347395424078,2.5733887108680946,2.573243748638088,2.571990593164056,2.572823144547229,2.571146107925511,2.5727839988173464,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042,2.5728838987200042
6,1.6913627621079677,1.7273339858037176,1.698734205026451,1.7041899677693735,1.7038256440535946,1.7004622876799331,1.7432312568459878,1.7240522762381119,1.7381727561544373,1.7181202665454265,1.7273758829191976,1.7151798406374397,1.648628453689593,1.7171920541829166,1.7438784364214222,1.6949276630680394,1.7076813083107645,1.7205962786985616,1.6792513752632132,1.7633142242018387,1.7513459765145356,1.7132894597878625,1.7164089382643368,1.7738697472356186,1.7338287433247181,1.719364038228779,1.7036359997690376,1.7122620856992974,1.7823930924016729,1.733004524389763,1.7311266142512736,1.7542472790616266,1.7568038978648453,1.74819714992514,1.7794775855468785,1.7749251272977737,1.7223580378642396,1.7610503147977106,1.7714674520840958,1.805751438899378,1.7606539586903907,1.7555586498282345,1.804249965283951,1.7750509975960966,1.7707558833752515,1.7271737231855688,1.7047374040250531,1.7083367196739552,1.687307846085691,1.6992248799738086,1.7371224202991797,1.7212349580583606,1.6729425375901705,1.6932735993975285,1.718789390098582,1.7287587449730673,1.7581556782091994,1.7179852920687857,1.7222322570418704,1.7216329582863352,1.7258786705960674,1.7065488894521827,1.7207341723282,1.6486703619895557,1.617276269537225,1.6713648192774144,1.667285867776993,1.6678702576016953,1.6675082826297043,1.6677424747548635,1.6677773591924314,1.66861173364817,1.6679839591702645,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802,1.6678218287415802
7,1.2154204220407578,1.2427971895560006,1.2371788042666516,1.2499833389582058,1.2563471931584758,1.250196101592369,1.3304801013803598,1.2401977453242878,1.305027100430049,1.3518688472557017,1.3003319839567453,1.2858420354572822,1.3388041612278272,1.297605070044046,1.3522383158388358,1.3340440181049509,1.2940908683964025,1.2641667652081807,1.3065519943764308,1.2546476645188278,1.2682028800956182,1.303847359976281,1.2794783937624032,1.2752993410384192,1.2993248873562742,1.2814579262156691,1.256604123360443,1.3000861152195995,1.287868408572482,1.3385955256720372,1.3091695351198425,1.3870971521052198,1.2723322177426617,1.2948289779101145,1.3596381338192494,1.360439234404577,1.2649509548382092,1.3818082508320622,1.25983792973717,1.3061551908893456,1.3126429804704216,1.2704336610277842,1.2794357472858273,1.33810077956878,1.3581767118777321,1.2395278612255254,1.2456690545142202,1.2168199825445534,1.2235420201732587,1.2443518901795763,1.2640928692546503,1.2358604320066284,1.2153554513136307,1.2763228452919648,1.3181275656550255,1.266450650119051,1.2895345514967893,1.287017033685487,1.2884354848000754,1.2628235186329455,1.3031965566247194,1.2513069567460278,1.2884470943051092,1.2255159827483908,1.223491880085529,1.2393449052685455,1.2312533263186154,1.2328588380995775,1.2322533095807415,1.2331862306153312,1.2335954153375646,1.2341416660368552,1.233278402032468,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389,1.2337507567782389
8,1.007030992234057,1.028954177982758,1.0538431672568969,1.0610232434787363,1.0662661093735508,1.045913058850502,1.1242591101348616,1.029592387593791,1.0745442009496458,1.1611883081323349,1.0900741955696596,1.0785140365241475,1.1495990694017664,1.1116364017663578,1.1325661695510547,1.1375902667383002,1.0977393097537416,1.0664287207354946,1.1188698168412827,1.036467608055787,1.0655716193874447,1.0897961043045648,1.0734869418924475,1.071921716659773,1.094805829416682,1.090603915586449,1.062899185146243,1.097739566997106,1.115829021281872,1.1451313001431451,1.095734656926389,1.1853215723143222,1.0595714849402569,1.087471205853273,1.152408088686773,1.154633445139222,1.0490640664162747,1.1508730615885803,1.0396460400014718,1.0885238457143487,1.1110183913519442,1.0600507517034892,1.063749844225601,1.1311377306830934,1.1665885286767796,1.026356769329002,1.0614885855466056,1.0252770741763406,1.0207303200192932,1.0405897317040242,1.0631000362940348,1.02298710490059,1.007173650458256,1.0790850385092163,1.1173392747252926,1.0753255049801531,1.0747153796341848,1.0936797745353388,1.086911791004237,1.0686296838059803,1.0996374526423303,1.05250149769536,1.0924979761346307,1.0250779230716738,1.0461152073996232,1.0537285932977838,1.0454803755058393,1.0468679909697727,1.0475606802523245,1.0489951587471857,1.0488925633814006,1.0494582751007044,1.048554657441045,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003,1.048778526278003
9,0.8312466224414052,0.8457238094329327,0.876715741025432,0.873905502630528,0.8795543768512246,0.8604209954264057,0.922992335356497,0.852024437687195,0.8741946777294345,0.9692901131196798,0.8980865693409719,0.8737842179748512,0.9861091654402756,0.9143297320524972,0.919835142765411,0.941524371263327,0.9016848448318981,0.8785865937480359,0.9385716312271697,0.8626560264663645,0.8779321889893197,0.9002757439545022,0.8780134107865827,0.8839328379232327,0.8882953051684588,0.9036533717428235,0.8728416335372344,0.9076310252788069,0.9432351291352177,0.9849472083323825,0.8929824918353333,1.0170946435796004,0.8727348439861053,0.8929011358241326,0.9470548911658305,0.9655634284502419,0.8607890212097722,0.9529946852665176,0.8501731019070426,0.9002881140051393,0.9326378767533825,0.8682125950559829,0.8803507575799827,0.9189466018039987,0.9649371415100845,0.8409075425179005,0.8790892808422228,0.853034140274815,0.838523176110666,0.8544329178640346,0.8734228693345543,0.845447664269841,0.8225217215044189,0.8814501933650014,0.9153523303620084,0.8885443950399612,0.8858228832379815,0.8996941502533709,0.8909737566675737,0.883282929331191,0.9277986145181671,0.8676239103854932,0.9026842576848324,0.8329420911096435,0.8575569372451639,0.8669562184475978,0.8610848510827616,0.8622491457499635,0.8625471565993124,0.8636507194627221,0.8633186294593749,0.8637381486542921,0.8629973660464643,0.8630317136283168,0.8636561215734453,0.8640685721680015,0.8630567221574665,0.8633311784619266,0.8631453592744194,0.863699304905758,0.8635602369042275,0.8633068074489536,0.8631417131292913,0.8635603823026514,0.8644376828473206
